Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;
251270505000008;1;331;1;3;3;5;3;7;7;9;4;11;11;12;8;7;4;12;7;2;9;10;5;6;8;5;7;5;8;2;5;2;6;8;8;4;3;3;3;5;6;9;5;6;4;3;5;4;5;4;1;6;4;2;3;3;0;4;3;1;1;3;1;3;0;1;0;2;2;3;0;0;2;0;1;1;0;5;98;84;119;2;8;0;4;0;
251270505000009;1;617;8;8;15;6;23;14;17;15;15;12;16;12;16;21;11;15;17;14;6;19;12;15;14;12;11;19;12;9;12;5;9;10;8;9;14;10;14;12;11;7;8;9;9;7;4;1;6;4;4;5;3;2;4;4;2;4;1;1;3;5;0;4;3;1;2;2;1;2;1;1;1;2;1;3;1;1;163;135;208;4;14;3;13;6;
251270505000010;8;154;1;0;5;2;6;5;9;4;3;7;7;7;5;5;6;4;9;6;2;6;4;1;2;2;1;2;4;2;4;1;2;4;1;1;4;2;1;1;1;1;2;0;0;1;0;2;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;28;28;70;0;10;0;3;1;
251270505000011;8;271;0;2;1;10;5;11;9;4;9;6;12;7;10;9;15;6;4;8;14;8;4;8;9;5;2;7;5;5;8;1;3;4;2;3;4;2;1;3;5;3;2;3;4;1;4;0;0;2;0;2;3;2;3;0;0;0;3;1;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;49;63;117;0;17;1;6;0;
251270505000012;8;329;0;4;1;10;4;15;17;9;11;7;11;17;10;8;10;5;9;6;9;8;6;5;8;5;7;4;4;7;7;5;2;6;2;7;7;6;4;4;5;1;2;3;7;3;5;1;2;0;2;3;2;1;3;1;1;1;3;1;1;2;0;1;1;1;0;1;1;0;1;3;0;0;0;0;0;3;70;68;148;0;12;2;8;2;
251270505000013;8;148;1;2;2;5;2;4;5;4;10;8;3;10;7;5;5;3;6;2;4;3;1;1;1;4;2;2;0;0;4;2;3;4;2;2;3;2;0;3;2;1;2;0;0;2;4;0;0;0;1;0;1;2;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;29;80;0;2;1;2;0;
251270505000014;8;221;1;1;2;3;4;6;6;2;11;4;4;4;3;10;7;8;9;4;8;5;4;1;7;3;2;3;5;4;3;4;4;6;2;3;3;1;4;2;3;3;4;6;2;2;3;2;1;1;1;0;1;2;0;0;1;3;0;0;2;1;0;2;3;1;0;2;0;1;2;3;0;0;0;0;0;6;53;53;87;3;9;0;5;0;
251270505000015;8;117;0;1;1;1;3;4;4;4;8;2;5;3;3;2;2;2;6;7;1;2;5;3;4;3;2;4;2;4;1;2;2;1;1;1;0;0;1;3;0;1;0;1;0;1;1;2;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;32;17;26;6;12;14;4;0;
251270505000016;8;215;2;1;3;3;11;14;6;10;6;10;7;11;8;4;5;4;8;8;8;2;6;4;3;2;2;2;4;5;4;5;2;3;3;2;3;3;2;2;2;2;1;2;0;1;1;1;0;1;3;1;1;1;0;2;1;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;28;49;97;0;14;1;6;0;
251270505000017;8;179;4;7;12;6;9;10;6;8;8;7;8;4;7;7;6;9;5;5;8;2;0;2;4;2;4;1;5;2;3;2;1;1;3;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;16;98;0;11;1;3;0;
251270505000018;8;210;0;1;2;5;8;4;9;11;12;11;19;8;10;8;10;10;6;6;6;4;5;1;8;2;4;6;2;1;2;0;1;2;1;0;1;1;0;1;2;1;0;3;5;1;0;1;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;30;44;109;0;2;2;7;0;
251270505000019;8;416;0;5;6;11;9;16;10;18;10;17;21;10;21;20;18;11;15;11;10;12;10;6;13;5;3;4;2;7;3;3;8;5;5;5;4;3;4;4;1;4;2;3;0;3;5;2;1;6;4;3;4;2;2;3;1;4;1;3;1;3;1;3;2;2;2;0;0;1;0;0;0;0;0;0;0;2;84;78;168;6;22;5;20;2;
251270505000020;1;412;1;7;6;6;14;11;7;10;6;9;13;9;10;12;8;9;9;6;18;9;11;10;15;4;8;9;9;9;2;1;4;4;7;6;4;5;4;4;5;5;6;3;4;1;5;4;4;3;1;3;4;3;1;6;6;5;8;2;3;1;1;3;4;1;1;2;4;0;3;1;2;1;2;0;1;7;109;75;155;0;20;3;15;0;
251270505000021;1;357;5;7;9;13;14;10;11;19;9;10;12;16;13;15;9;8;10;10;12;11;7;3;5;5;7;9;13;5;2;11;5;7;4;0;7;5;4;1;2;0;3;3;0;3;0;3;1;0;1;1;0;0;0;0;0;1;1;1;2;2;2;1;0;0;1;2;1;0;0;1;0;1;0;1;0;0;75;55;139;1;28;1;10;0;
251270505000022;1;465;5;4;11;11;13;11;14;12;18;17;14;17;11;11;7;11;11;12;7;13;16;10;10;7;10;13;11;7;5;9;6;10;12;5;7;8;6;6;4;8;5;5;5;2;2;5;3;3;1;1;2;2;3;1;0;2;2;1;1;1;0;3;1;1;0;2;1;3;1;0;1;2;0;0;0;3;119;91;168;1;14;5;19;3;
251270505000023;1;575;3;5;2;8;22;11;10;14;12;12;12;15;16;11;17;14;17;10;10;20;12;8;19;13;10;17;14;11;8;4;8;8;14;6;5;10;12;8;10;8;3;9;9;3;4;5;6;2;2;7;2;4;3;4;6;4;10;3;4;5;1;2;2;8;3;1;1;1;3;0;1;0;1;2;1;7;162;135;186;7;18;2;21;3;
251270505000024;1;730;2;9;17;12;21;16;21;19;12;13;21;17;18;20;17;16;17;21;28;17;15;18;9;14;13;18;18;16;12;14;18;11;11;10;16;9;16;7;6;10;7;4;11;6;9;7;3;6;8;6;3;2;7;5;2;5;4;3;2;2;3;2;0;1;3;4;3;3;2;2;1;1;0;2;0;6;201;167;250;4;29;3;12;3;
251270505000025;1;491;1;5;11;13;12;14;13;11;7;17;7;14;11;14;20;10;15;10;10;12;8;6;10;5;11;5;5;11;8;4;3;8;3;4;4;9;4;12;6;7;9;9;4;7;8;6;6;6;5;3;3;6;5;2;3;6;1;3;1;2;1;2;0;3;1;4;2;3;1;4;1;0;0;5;1;8;131;109;161;0;24;3;11;6;
251270505000026;1;406;0;3;7;8;21;8;11;12;14;17;24;15;18;11;12;13;12;9;13;7;9;5;9;8;5;8;6;5;5;6;7;5;3;3;3;5;4;1;4;3;7;4;5;3;4;0;4;3;1;1;2;2;3;1;0;2;5;3;0;1;1;2;0;1;0;0;3;1;1;1;3;0;2;0;1;0;87;83;171;1;13;1;10;1;
251270505000027;1;579;2;7;12;6;18;14;21;17;25;18;15;21;19;26;16;11;14;15;16;14;17;19;12;10;16;5;16;5;9;10;10;11;5;6;7;1;4;9;8;1;8;7;3;8;5;3;3;6;2;4;2;6;4;2;2;4;3;2;2;0;1;0;2;1;1;0;1;0;0;2;3;1;0;0;0;3;141;100;232;4;32;3;22;0;
251270505000028;4;183;0;1;6;4;6;9;6;9;7;7;6;3;13;12;7;5;4;4;3;5;4;5;4;4;5;1;8;1;3;1;1;0;3;1;2;2;1;0;0;1;0;0;0;1;2;1;2;2;3;1;1;0;0;0;1;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;39;29;77;0;9;3;4;0;
251272105000001;1;412;7;5;8;8;16;15;15;11;14;14;12;14;18;11;11;7;8;12;7;14;9;10;6;5;14;7;3;8;5;7;6;10;5;4;9;4;3;1;9;8;2;3;5;2;2;1;4;2;1;1;1;4;1;5;1;1;1;0;1;0;2;1;0;2;1;0;1;3;1;0;0;0;1;0;0;2;107;81;154;0;18;2;6;0;
251272105000002;8;150;3;1;1;4;6;8;4;7;7;2;7;4;4;4;5;5;5;1;1;3;4;3;3;2;4;4;3;0;0;4;2;1;0;3;3;0;1;3;3;2;2;5;1;0;0;2;0;1;0;0;2;0;1;1;0;0;1;1;0;1;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;35;28;63;0;5;1;3;0;
251272105000003;8;89;0;0;0;0;1;4;3;2;1;4;5;4;3;3;6;1;3;1;2;4;1;5;1;1;1;1;2;1;2;2;1;0;0;1;0;3;5;1;1;2;1;1;0;0;1;0;0;0;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;18;21;38;0;6;2;3;0;
251272105000004;8;125;1;2;1;6;3;1;3;4;7;9;6;2;3;3;7;3;2;4;3;1;1;2;3;2;3;1;0;3;0;2;1;1;1;3;1;1;0;1;0;3;1;0;2;0;3;1;1;1;0;1;1;2;0;0;0;1;2;0;1;0;1;2;0;0;2;0;0;2;0;0;0;0;0;0;0;1;21;21;62;0;5;0;3;0;
251272105000005;8;13;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;0;1;0;0;0;
251272105000006;8;375;0;4;7;9;8;14;14;22;14;20;14;14;11;13;6;16;16;11;8;10;7;10;9;9;6;6;4;7;4;8;6;5;3;0;2;2;3;3;5;4;2;1;3;3;2;0;3;3;1;4;0;4;2;2;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;67;94;155;1;21;1;8;0;
251272105000007;8;145;0;0;2;2;4;3;5;10;6;3;5;3;3;6;3;3;4;2;7;1;8;5;4;7;2;3;1;3;2;2;0;5;1;0;2;2;1;2;2;1;0;1;1;0;1;0;0;1;1;0;3;0;3;1;1;2;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;31;36;63;0;3;0;4;0;
251272105000008;1;420;3;1;10;9;8;10;13;10;7;15;11;10;12;7;10;9;6;13;7;10;10;12;12;7;6;8;10;11;7;6;10;9;4;7;8;6;5;6;6;4;4;2;2;3;2;5;1;2;1;4;2;2;3;2;4;1;3;4;2;0;3;2;3;3;2;4;1;2;3;3;1;2;1;0;1;5;112;95;136;5;22;0;10;8;
251272105000009;1;406;3;3;9;7;14;15;14;15;14;10;16;9;16;15;10;9;17;9;9;12;12;8;14;7;4;8;8;6;9;4;10;5;7;7;5;2;4;3;5;2;3;6;1;2;0;3;1;0;3;1;3;3;2;2;1;1;0;3;3;1;0;2;1;2;0;1;0;0;0;1;1;1;1;0;0;1;119;82;141;0;18;3;6;1;
251272105000010;8;192;1;0;1;2;8;2;2;6;8;7;11;6;6;7;1;10;2;6;3;3;1;6;6;5;3;1;2;3;0;1;3;3;0;4;2;2;1;3;2;4;0;3;2;2;3;0;0;2;0;2;0;3;2;1;2;3;0;1;0;1;3;1;0;1;1;1;1;2;6;1;1;0;1;0;0;2;45;46;61;1;21;1;5;0;
251272105000011;8;379;3;2;7;14;3;15;10;23;13;19;14;19;10;12;11;10;10;12;9;11;7;11;3;6;5;3;6;3;3;5;6;7;6;6;4;4;2;6;6;3;1;1;4;1;5;4;3;3;1;1;0;2;0;3;4;1;1;2;0;2;1;0;0;0;1;1;2;0;2;0;0;1;0;0;0;3;80;69;170;3;18;3;7;0;
251272105000012;8;156;1;4;4;8;11;10;3;6;8;4;5;5;5;5;3;3;4;3;2;4;3;3;4;1;1;3;4;3;2;3;1;4;1;1;2;1;2;0;0;3;0;0;1;1;0;0;0;2;0;0;0;0;0;0;2;1;0;2;1;0;0;1;0;2;0;1;0;0;0;0;0;1;0;1;0;0;27;29;60;0;8;0;4;0;
251272105000013;5;295;2;4;3;3;7;6;10;10;5;13;10;14;7;14;7;11;5;6;4;5;6;6;5;3;3;5;3;4;4;1;4;7;4;6;5;0;7;5;2;4;4;2;3;2;7;3;1;2;0;5;2;3;1;0;0;5;2;3;2;2;2;3;1;1;2;2;0;1;0;0;0;0;0;0;1;3;66;72;107;2;13;3;10;0;
251274705000001;1;795;9;14;25;8;29;23;21;27;24;21;22;23;28;21;24;20;13;26;20;12;27;12;13;11;20;14;5;10;16;13;15;8;8;13;10;14;9;10;8;10;3;8;8;7;6;8;6;5;6;4;4;1;5;5;7;5;6;4;3;2;1;1;4;2;1;1;4;2;2;0;2;1;2;2;2;9;239;175;265;2;13;6;9;0;
251274705000002;1;559;1;3;19;14;14;15;14;12;14;23;17;18;13;16;10;21;13;15;16;15;14;15;19;13;9;12;18;16;10;8;10;7;8;4;6;3;5;3;4;6;4;3;2;4;5;8;2;2;2;6;4;5;2;3;0;3;3;2;3;2;4;2;2;0;0;2;0;0;1;2;0;2;0;1;1;4;136;113;209;1;24;2;20;0;
251274705000003;8;204;1;0;2;2;4;7;4;3;7;8;4;4;5;12;5;6;8;5;9;10;5;4;2;7;7;6;3;4;3;2;3;2;2;1;2;1;1;1;2;1;3;3;3;1;1;1;2;1;3;1;1;1;0;1;2;0;1;0;1;0;1;2;1;1;1;2;2;0;0;0;1;0;0;0;0;2;43;50;84;1;7;3;5;0;
251274705000004;8;415;4;5;4;14;10;17;18;18;19;16;14;18;13;22;13;12;8;9;10;12;5;9;6;7;5;5;4;4;10;7;5;9;5;5;3;1;4;2;1;5;1;6;5;1;1;3;2;3;2;3;2;3;1;1;2;6;3;3;0;1;1;1;2;0;0;1;0;1;0;0;0;0;0;0;0;2;78;80;195;1;19;0;4;0;
251274705000005;5;180;3;4;2;7;7;4;8;7;9;7;6;6;7;5;9;2;2;1;3;8;4;5;6;7;5;2;4;4;1;3;2;0;5;5;2;1;2;0;1;2;0;2;0;0;0;1;2;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;42;40;70;1;3;0;1;0;
251275405000001;1;428;5;2;6;3;16;13;17;10;7;13;16;6;14;16;6;10;12;17;7;14;10;9;9;12;5;9;8;3;5;6;3;9;8;3;3;7;3;4;5;1;4;6;7;6;4;5;2;0;6;3;1;0;5;4;4;6;1;2;3;2;2;0;0;2;4;1;1;5;1;0;0;0;1;3;0;5;122;84;156;0;10;6;16;1;
251275405000002;1;636;7;8;16;7;8;18;15;11;13;14;18;19;19;12;20;16;17;16;21;16;10;6;14;10;14;13;12;12;13;11;8;9;9;13;5;6;12;6;6;6;5;7;9;6;11;8;4;8;9;9;4;4;4;7;7;1;4;6;2;1;2;4;2;3;7;2;1;2;1;2;1;0;2;0;0;5;205;124;172;32;9;29;19;0;
251275405000003;1;651;0;7;12;18;15;23;12;23;21;17;27;17;25;21;19;12;21;9;18;19;15;18;18;16;14;11;13;15;7;10;10;8;13;10;8;2;4;4;9;2;3;5;7;2;10;7;3;3;6;3;7;1;3;2;4;4;2;1;2;3;1;2;1;3;1;3;3;2;0;1;0;0;2;2;2;7;175;139;235;3;24;4;19;0;
251275405000004;8;254;1;1;5;3;5;6;13;6;12;13;14;9;12;10;7;8;5;3;5;5;4;3;4;9;7;3;5;2;3;2;3;2;0;5;3;4;2;3;1;4;5;1;1;2;6;1;3;1;1;1;2;0;1;0;1;0;0;0;1;0;3;4;1;0;0;1;1;1;2;0;0;0;1;0;0;1;66;45;111;0;9;1;6;0;
251275405000005;8;258;1;1;1;6;6;2;9;7;5;7;9;13;7;8;8;5;9;7;6;4;1;4;4;9;4;2;2;1;2;4;2;4;5;4;4;5;6;5;4;2;1;3;4;1;4;4;1;1;3;4;2;2;5;2;0;2;4;2;1;3;2;1;0;2;0;1;0;1;0;1;1;0;0;1;0;4;75;65;92;0;7;0;3;0;
251275405000006;8;85;0;0;1;0;1;0;2;3;2;5;3;2;2;5;1;2;1;2;1;1;1;3;0;3;1;0;1;0;0;3;2;0;0;1;3;2;1;2;2;1;2;1;0;0;1;0;0;0;1;0;2;0;0;2;1;0;1;2;0;0;2;2;0;1;2;1;0;1;0;1;0;1;0;0;0;1;21;22;31;1;2;0;5;0;
251275405000007;5;220;0;1;3;6;1;9;10;7;6;9;10;7;8;9;5;9;4;6;1;2;5;3;7;8;6;4;5;2;4;3;4;1;2;2;5;2;3;1;2;2;3;2;2;1;0;1;1;0;0;2;2;1;2;1;2;1;0;1;0;2;2;1;1;0;3;1;1;1;1;0;0;0;0;0;0;1;59;56;84;0;4;0;6;0;
251276205000001;1;506;1;13;10;11;8;14;8;11;18;10;17;10;13;13;12;16;9;11;6;15;14;6;11;10;6;11;7;13;13;3;10;8;9;7;12;11;4;8;8;7;8;12;7;5;4;1;6;5;0;6;4;3;3;1;1;1;4;3;0;1;2;5;5;0;4;1;1;1;2;0;2;0;0;2;0;2;135;118;181;4;19;1;5;0;
251276205000002;8;807;3;11;21;26;22;19;23;19;29;18;27;30;21;25;12;14;21;20;15;22;18;27;23;17;22;17;16;17;19;22;9;11;13;15;13;6;5;8;6;7;3;6;5;2;5;5;1;3;5;7;2;6;3;2;5;7;1;4;3;4;2;6;6;3;3;1;2;2;2;5;2;0;1;0;0;4;189;179;300;5;34;2;15;0;
251276205000003;8;273;2;3;10;5;8;4;6;7;3;13;8;7;6;5;7;5;4;7;8;7;10;9;6;4;6;8;4;7;4;5;4;3;3;2;6;1;6;5;2;1;1;3;5;3;4;2;3;1;1;2;2;0;0;4;1;4;3;0;1;1;3;2;1;0;0;0;1;0;0;2;0;0;1;0;0;1;60;52;106;0;12;2;11;0;
251276205000004;8;380;3;3;12;10;12;14;14;12;14;13;15;2;13;7;5;20;6;8;14;3;12;10;9;4;7;2;13;4;5;3;7;6;0;4;4;9;5;3;5;3;5;2;3;3;3;3;4;1;4;4;2;2;2;2;2;1;2;0;2;0;1;1;2;1;3;1;0;1;1;1;2;0;0;0;0;4;72;76;155;1;15;4;15;1;
251276205000005;5;160;2;2;4;6;4;4;6;7;0;7;9;5;5;6;6;1;2;4;3;4;0;3;6;4;1;1;5;0;1;5;3;1;3;2;2;4;0;2;3;1;1;1;0;1;0;1;0;0;2;3;2;2;1;2;2;1;0;1;0;1;1;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;39;39;53;1;5;0;4;1;
251276205000006;5;152;2;6;2;2;6;6;6;5;3;5;11;4;6;3;4;4;6;3;2;5;7;6;0;7;0;4;0;1;2;2;2;2;0;1;4;2;1;3;2;2;2;0;2;0;0;0;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;32;34;60;0;5;0;3;0;
251276205000007;1;334;1;8;5;13;9;8;5;6;11;12;9;9;6;9;6;10;11;6;8;12;10;7;5;7;1;5;5;5;4;6;3;6;9;9;6;2;4;4;6;3;3;4;1;2;2;5;5;5;2;3;0;2;6;1;1;2;3;2;0;1;1;2;0;0;2;1;1;3;0;0;0;0;0;0;1;2;92;72;112;1;12;1;7;1;
251276205000008;8;27;1;0;0;0;1;1;2;1;0;2;1;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;3;13;0;0;2;1;0;
251278805000001;1;398;4;6;9;13;8;10;17;11;19;12;12;14;14;11;12;11;9;11;13;8;8;9;8;7;7;6;6;8;8;7;17;5;8;5;5;5;5;1;1;7;5;5;3;1;3;1;1;1;3;1;0;2;2;4;2;0;0;0;2;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;104;67;162;0;8;6;10;0;
251278805000002;8;398;3;4;10;12;5;11;11;15;16;12;12;8;12;7;10;13;18;8;7;6;9;9;8;9;5;9;5;3;7;6;7;4;6;4;5;4;9;3;2;5;4;2;7;6;6;6;1;0;4;1;2;2;4;0;2;2;0;2;1;0;2;2;1;4;5;2;1;2;0;2;0;1;1;1;2;1;103;83;143;3;10;4;11;7;
251278805000003;1;422;3;3;7;13;7;15;7;8;10;7;13;11;12;11;8;6;14;8;5;8;10;17;7;9;12;8;2;7;6;11;2;10;4;8;6;2;2;7;5;7;7;5;8;4;3;3;4;4;2;2;5;5;5;6;1;1;3;2;2;0;4;1;2;5;2;3;2;2;1;2;0;1;2;1;1;3;121;79;152;1;17;4;12;3;
251280405000001;1;832;5;10;6;15;18;23;19;28;25;29;20;22;18;23;20;25;28;23;22;29;31;16;19;19;26;25;24;11;12;12;16;17;10;8;7;10;9;13;10;7;12;6;7;4;5;4;0;12;3;2;4;7;6;2;5;2;3;5;2;1;1;4;2;2;0;0;2;1;3;2;3;1;1;0;2;6;200;165;334;8;33;10;25;0;
251280405000002;1;621;0;7;15;13;14;15;11;12;13;13;13;21;16;19;18;15;9;20;15;9;15;12;19;18;10;10;14;10;7;6;12;12;7;8;12;13;5;8;7;4;7;12;8;15;4;3;6;6;2;5;4;3;4;2;5;7;5;6;3;3;2;0;5;2;2;1;7;0;2;3;0;1;0;1;2;6;166;132;220;6;20;8;18;0;
251280405000003;1;742;5;11;7;17;10;16;17;15;9;14;14;17;10;14;18;14;18;22;22;11;19;17;21;15;11;19;16;10;17;15;10;12;11;10;13;14;6;12;9;14;8;8;7;11;7;5;3;3;7;6;7;6;8;5;3;8;5;5;4;3;10;4;3;10;6;6;3;2;2;5;2;4;0;2;3;9;235;164;173;43;15;33;28;0;
251280405000004;8;446;5;12;9;13;6;13;14;14;16;13;23;15;14;8;15;6;10;12;14;7;8;13;7;4;9;10;5;4;3;4;3;6;6;3;8;7;5;2;6;5;3;3;3;7;5;4;2;5;2;9;2;5;3;1;4;4;3;4;2;4;1;0;1;0;1;1;0;1;1;2;0;1;1;1;0;3;81;99;187;3;6;6;16;1;
251280405000005;8;380;2;5;4;7;8;8;7;9;9;10;15;14;10;11;12;12;10;11;12;6;5;12;17;5;7;8;6;6;2;6;4;5;4;4;4;5;5;8;8;5;0;8;2;1;1;1;4;6;6;2;1;3;0;2;3;1;2;2;2;3;2;1;0;2;1;1;2;4;1;3;2;0;0;0;0;3;93;81;157;3;12;4;4;0;
251280405000006;8;186;2;4;2;6;7;8;2;4;5;7;2;5;3;5;5;6;4;3;0;5;3;4;4;2;5;3;6;6;3;2;3;3;3;3;1;4;3;1;4;2;5;3;2;2;0;0;2;1;1;2;1;0;3;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;2;0;1;0;2;0;3;34;40;73;3;5;3;7;0;
251280405000007;8;120;1;1;3;4;6;5;3;2;3;4;3;4;3;2;2;1;4;1;0;2;4;1;4;1;3;0;2;3;4;3;2;1;2;3;1;0;1;1;2;1;3;2;1;2;1;0;1;1;0;0;1;1;0;2;0;1;0;0;2;1;2;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;24;26;46;2;1;2;3;0;
251280405000008;8;136;2;0;0;2;6;2;2;5;4;2;1;8;3;3;5;3;8;1;6;4;3;7;2;3;3;2;0;1;2;1;3;2;2;3;2;0;1;1;1;2;2;1;1;0;0;3;0;2;1;2;0;1;1;1;2;0;0;2;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;1;1;35;27;57;1;2;0;3;0;
251280405000009;8;429;2;6;7;11;13;13;9;13;18;16;21;11;19;11;22;13;10;16;14;17;11;5;15;8;6;5;5;3;5;2;6;3;7;3;5;5;3;5;1;4;4;1;4;6;4;3;0;1;0;4;2;3;1;3;2;2;0;2;2;0;1;1;1;0;1;1;0;2;0;1;1;1;1;0;0;5;76;75;201;3;14;4;15;1;
251280405000010;8;634;0;3;2;11;14;17;15;19;11;31;24;28;34;31;22;20;22;22;17;21;14;20;10;14;13;8;7;11;5;2;10;5;5;5;7;7;7;5;3;3;7;5;8;7;8;7;4;2;4;4;3;5;1;3;4;4;2;1;1;2;2;3;2;0;1;3;4;3;0;0;1;0;1;2;2;3;117;153;281;5;23;9;15;1;
251280405000011;8;180;0;1;3;7;6;4;3;3;7;9;6;6;7;6;1;5;4;4;5;7;6;1;6;4;6;5;4;3;1;3;1;3;3;3;2;4;1;2;2;3;4;1;0;1;2;0;0;2;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;1;0;0;0;0;0;1;1;34;45;68;2;8;1;5;0;
251280405000012;1;618;5;12;10;14;22;19;10;11;12;12;19;15;19;23;28;14;19;28;24;15;19;13;15;15;12;15;14;16;6;6;12;5;11;10;8;4;6;8;7;4;2;6;3;2;5;4;3;3;3;4;3;3;5;1;2;1;1;2;5;1;1;2;2;2;0;6;1;0;1;3;0;0;0;0;1;3;156;155;199;7;14;1;23;0;
251290305000001;1;832;4;3;8;6;8;12;11;18;18;20;14;17;11;13;8;15;14;17;12;17;17;16;14;14;16;20;15;12;11;11;9;18;7;11;13;11;14;9;16;13;15;15;18;13;15;9;14;7;17;16;7;13;11;10;12;10;8;7;4;7;8;6;4;2;4;5;6;3;5;3;0;3;2;2;5;33;260;172;261;19;34;21;33;2;
251290305000002;1;656;4;7;4;8;9;7;7;16;13;8;11;12;15;9;6;18;10;22;18;8;15;7;17;13;16;9;10;13;5;13;9;6;12;9;1;13;11;8;10;13;18;9;10;13;9;12;14;17;8;14;8;6;3;4;7;12;7;8;2;3;5;3;1;2;3;4;2;1;0;5;1;2;4;2;0;15;187;136;221;11;22;9;26;3;
251290305000003;1;528;2;6;4;6;3;13;9;7;8;9;8;6;12;13;15;12;9;22;12;16;6;8;11;9;6;16;4;4;4;6;3;3;5;4;9;5;8;8;10;7;12;14;12;5;17;5;11;6;9;9;8;7;6;4;9;6;5;10;5;1;2;2;3;2;3;2;1;7;2;4;1;2;0;0;2;6;161;99;185;4;29;4;20;1;
251290305000004;1;786;4;5;14;9;12;9;13;12;14;14;19;8;21;17;9;23;19;17;13;20;18;10;13;15;18;13;16;16;6;9;12;14;10;19;12;11;14;7;14;12;14;17;13;11;10;10;6;9;11;9;9;12;10;8;5;8;11;7;6;2;3;5;2;5;3;4;9;4;1;3;0;3;1;2;2;20;237;161;252;11;27;14;33;2;
251290305000005;1;815;2;6;3;16;16;14;15;15;11;15;18;19;24;17;17;17;25;22;23;19;26;23;15;17;17;9;11;14;18;14;11;14;7;13;18;11;8;12;12;15;13;13;9;16;12;12;9;8;6;5;13;5;8;10;6;9;7;2;3;3;4;2;4;3;2;2;5;5;4;5;1;2;0;0;2;6;247;175;247;6;34;18;45;0;
251290305000006;1;533;4;3;10;6;9;11;16;8;16;9;15;12;9;11;13;7;11;18;15;15;8;13;9;9;7;9;13;7;9;9;7;10;6;9;5;11;11;8;5;8;7;13;6;7;5;6;8;6;6;6;8;1;3;3;3;8;3;2;2;7;2;3;2;0;0;1;1;4;3;2;2;3;1;0;1;7;170;116;155;2;29;2;24;3;
251290305000007;1;811;2;10;14;13;15;12;16;20;16;17;21;21;19;29;13;23;19;19;17;15;18;17;15;17;13;17;16;12;20;9;18;7;13;11;10;10;8;9;7;13;10;10;17;11;9;14;6;9;5;13;6;5;12;9;7;5;5;5;7;7;7;2;0;3;4;2;2;5;2;3;0;3;1;2;1;11;241;166;254;8;42;10;32;3;
