Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132
251370305000009;1;1281;1281;1280;1;0;928;1;205;10;128;9;1270;3;0;8;1279;15;1252;12;0;0;0;2;1270;1189;71;10;0;11;1281;1281;0;0;0;0;0;0;1281;1277;4;0;877;216;184;596;596;595;1;0;426;1;96;6;61;6;590;2;0;4;595;8;582;5;0;0;0;1;592;558;30;4;0;4;596;596;0;0;0;0;0;0;596;594;2;0;400;103;91;685;685;685;0;0;502;0;109;4;67;3;680;1;0;4;684;7;670;7;0;0;0;1;678;631;41;6;0;7;685;685;0;0;0;0;0;0;685;683;2;0;477;113;93
251370305000010;1;921;921;919;0;0;377;379;78;6;20;61;792;80;0;49;917;0;9;796;94;14;4;4;890;582;234;66;8;31;529;526;3;32;6;352;2;0;910;910;0;11;843;42;25;444;444;442;0;0;176;186;38;3;10;31;375;39;0;30;441;0;2;383;47;6;3;3;424;288;105;28;3;20;256;255;1;17;5;165;1;0;437;437;0;7;396;27;14;477;477;477;0;0;201;193;40;3;10;30;417;41;0;19;476;0;7;413;47;8;1;1;466;294;129;38;5;11;273;271;2;15;1;187;1;0;473;473;0;4;447;15;11
251370305000011;1;290;290;280;10;0;192;8;62;0;28;0;252;28;0;10;290;5;0;285;0;0;0;0;290;204;82;4;0;0;290;290;0;0;0;0;0;0;290;290;0;0;238;36;16;130;130;124;6;0;87;4;28;0;11;0;115;11;0;4;130;2;0;128;0;0;0;0;130;88;40;2;0;0;130;130;0;0;0;0;0;0;130;130;0;0;109;15;6;160;160;156;4;0;105;4;34;0;17;0;137;17;0;6;160;3;0;157;0;0;0;0;160;116;42;2;0;0;160;160;0;0;0;0;0;0;160;160;0;0;129;21;10
251370305000012;1;1048;1048;1023;25;0;802;10;192;0;44;0;1046;2;0;0;1048;11;0;1037;0;0;0;0;1048;561;406;68;13;0;1046;1046;0;2;0;0;0;0;1048;1048;0;0;1021;27;0;480;480;472;8;0;369;6;86;0;19;0;479;1;0;0;480;5;0;475;0;0;0;0;480;245;198;33;4;0;479;479;0;1;0;0;0;0;480;480;0;0;468;12;0;568;568;551;17;0;433;4;106;0;25;0;567;1;0;0;568;6;0;562;0;0;0;0;568;316;208;35;9;0;567;567;0;1;0;0;0;0;568;568;0;0;553;15;0
251370305000013;1;520;520;520;0;0;417;9;80;0;14;0;511;9;0;0;520;0;7;513;0;0;0;0;520;284;206;30;0;0;520;520;0;0;0;0;0;0;520;520;0;0;472;45;3;243;243;243;0;0;192;6;39;0;6;0;239;4;0;0;243;0;4;239;0;0;0;0;243;131;94;18;0;0;243;243;0;0;0;0;0;0;243;243;0;0;216;26;1;277;277;277;0;0;225;3;41;0;8;0;272;5;0;0;277;0;3;274;0;0;0;0;277;153;112;12;0;0;277;277;0;0;0;0;0;0;277;277;0;0;256;19;2
251370305000014;1;838;838;797;41;0;604;30;159;0;45;0;833;5;0;0;838;20;0;818;0;0;0;0;838;564;254;17;3;0;833;833;0;0;1;4;0;0;838;838;0;0;757;30;51;396;396;374;22;0;286;11;74;0;25;0;393;3;0;0;396;8;0;388;0;0;0;0;396;273;113;9;1;0;394;394;0;0;1;1;0;0;396;396;0;0;355;16;25;442;442;423;19;0;318;19;85;0;20;0;440;2;0;0;442;12;0;430;0;0;0;0;442;291;141;8;2;0;439;439;0;0;0;3;0;0;442;442;0;0;402;14;26
251370305000015;1;973;973;951;22;0;864;7;99;0;3;0;972;0;0;1;962;6;9;829;109;0;9;11;949;829;118;2;0;24;865;865;0;1;0;107;0;0;969;969;0;4;818;110;41;481;481;472;9;0;435;3;42;0;1;0;480;0;0;1;476;4;3;407;57;0;5;5;468;409;59;0;0;13;424;424;0;1;0;56;0;0;479;479;0;2;411;45;23;492;492;479;13;0;429;4;57;0;2;0;492;0;0;0;486;2;6;422;52;0;4;6;481;420;59;2;0;11;441;441;0;0;0;51;0;0;490;490;0;2;407;65;18
251370305000016;1;755;755;755;0;0;586;4;150;2;13;0;696;15;0;44;734;5;26;624;78;0;1;21;730;665;58;3;4;25;509;509;0;25;0;221;0;0;753;753;0;2;596;19;138;367;367;367;0;0;282;2;75;1;7;0;336;7;0;24;353;2;10;305;36;0;0;14;350;320;26;1;3;17;246;246;0;12;0;109;0;0;366;366;0;1;287;6;73;388;388;388;0;0;304;2;75;1;6;0;360;8;0;20;381;3;16;319;42;0;1;7;380;345;32;2;1;8;263;263;0;13;0;112;0;0;387;387;0;1;309;13;65
251370305000017;1;1096;1092;958;98;0;760;4;264;6;58;0;1078;7;0;7;1092;177;317;294;201;92;11;0;1008;934;67;3;4;84;1088;281;807;0;0;2;0;2;1084;1069;15;8;951;118;0;530;526;462;46;0;364;1;128;4;29;0;520;3;0;3;526;84;144;144;103;46;5;0;479;444;33;1;1;47;523;132;391;0;0;2;0;1;521;514;7;5;451;63;0;566;566;496;52;0;396;3;136;2;29;0;558;4;0;4;566;93;173;150;98;46;6;0;529;490;34;2;3;37;565;149;416;0;0;0;0;1;563;555;8;3;500;55;0
251370305000018;1;834;834;829;5;0;542;13;214;0;61;4;834;0;0;0;834;19;73;729;9;4;0;0;823;747;72;4;0;11;830;830;0;4;0;0;0;0;834;834;0;0;783;51;0;397;397;395;2;0;253;9;105;0;28;2;397;0;0;0;397;7;36;348;4;2;0;0;393;353;38;2;0;4;395;395;0;2;0;0;0;0;397;397;0;0;371;26;0;437;437;434;3;0;289;4;109;0;33;2;437;0;0;0;437;12;37;381;5;2;0;0;430;394;34;2;0;7;435;435;0;2;0;0;0;0;437;437;0;0;412;25;0
251370305000019;1;559;559;559;0;0;421;0;99;0;39;0;555;0;0;4;559;4;6;544;4;0;1;0;558;508;45;5;0;1;559;558;1;0;0;0;0;0;559;557;2;0;547;10;0;266;266;266;0;0;202;0;48;0;16;0;264;0;0;2;266;3;3;259;1;0;0;0;266;245;19;2;0;0;266;266;0;0;0;0;0;0;266;265;1;0;259;6;0;293;293;293;0;0;219;0;51;0;23;0;291;0;0;2;293;1;3;285;3;0;1;0;292;263;26;3;0;1;293;292;1;0;0;0;0;0;293;292;1;0;288;4;0
251370305000020;1;797;797;797;0;0;659;0;110;0;18;10;787;5;0;5;797;25;618;16;54;84;0;0;796;709;87;0;0;1;797;797;0;0;0;0;0;0;797;797;0;0;778;16;3;366;366;366;0;0;307;0;46;0;8;5;360;4;0;2;366;13;283;9;23;38;0;0;365;320;45;0;0;1;366;366;0;0;0;0;0;0;366;366;0;0;356;8;2;431;431;431;0;0;352;0;64;0;10;5;427;1;0;3;431;12;335;7;31;46;0;0;431;389;42;0;0;0;431;431;0;0;0;0;0;0;431;431;0;0;422;8;1
251370305000021;1;589;589;575;14;0;440;3;120;0;26;0;571;18;0;0;589;96;31;32;430;0;0;0;583;392;149;34;8;6;589;589;0;0;0;0;0;0;588;588;0;1;524;31;33;293;293;286;7;0;226;2;55;0;10;0;283;10;0;0;293;48;16;16;213;0;0;0;291;192;76;19;4;2;293;293;0;0;0;0;0;0;292;292;0;1;258;15;19;296;296;289;7;0;214;1;65;0;16;0;288;8;0;0;296;48;15;16;217;0;0;0;292;200;73;15;4;4;296;296;0;0;0;0;0;0;296;296;0;0;266;16;14
251370305000022;1;345;345;310;35;0;199;16;118;0;12;0;342;0;0;3;345;251;0;29;33;27;5;0;343;217;96;23;7;2;345;328;17;0;0;0;0;0;345;345;0;0;340;5;0;155;155;138;17;0;94;9;47;0;5;0;154;0;0;1;155;111;0;13;19;11;1;0;154;95;43;12;4;1;155;147;8;0;0;0;0;0;155;155;0;0;151;4;0;190;190;172;18;0;105;7;71;0;7;0;188;0;0;2;190;140;0;16;14;16;4;0;189;122;53;11;3;1;190;181;9;0;0;0;0;0;190;190;0;0;189;1;0
251370305000023;1;1180;1176;1112;64;0;785;71;241;0;76;3;1165;8;0;3;1176;1000;32;1;41;98;4;0;1176;613;425;96;42;0;1176;1174;2;0;0;0;0;0;1176;1176;0;0;1137;39;0;546;542;511;31;0;350;35;115;0;40;2;536;4;0;2;542;454;14;1;23;48;2;0;542;289;195;41;17;0;542;542;0;0;0;0;0;0;542;542;0;0;522;20;0;634;634;601;33;0;435;36;126;0;36;1;629;4;0;1;634;546;18;0;18;50;2;0;634;324;230;55;25;0;634;632;2;0;0;0;0;0;634;634;0;0;615;19;0
251370305000024;1;729;729;706;0;23;502;26;134;3;64;0;725;4;0;0;729;465;19;156;39;50;0;0;729;435;260;24;10;0;729;682;47;0;0;0;0;0;729;729;0;0;722;7;0;330;330;320;0;10;221;14;60;3;32;0;328;2;0;0;330;217;9;63;22;19;0;0;330;198;114;13;5;0;330;312;18;0;0;0;0;0;330;330;0;0;328;2;0;399;399;386;0;13;281;12;74;0;32;0;397;2;0;0;399;248;10;93;17;31;0;0;399;237;146;11;5;0;399;370;29;0;0;0;0;0;399;399;0;0;394;5;0
251370305000025;1;773;773;773;0;0;684;8;52;13;16;0;656;95;0;22;771;41;22;523;125;51;9;2;749;652;71;20;6;24;712;712;0;46;0;10;0;5;773;770;3;0;685;82;3;363;363;363;0;0;320;4;24;7;8;0;311;44;0;8;362;22;9;243;59;25;4;1;354;312;31;8;3;9;330;330;0;25;0;5;0;3;363;361;2;0;319;40;2;410;410;410;0;0;364;4;28;6;8;0;345;51;0;14;409;19;13;280;66;26;5;1;395;340;40;12;3;15;382;382;0;21;0;5;0;2;410;409;1;0;366;42;1
251370305000026;1;771;771;771;0;0;569;27;124;0;51;0;771;0;0;0;771;26;22;685;38;0;0;0;767;616;131;16;4;4;758;758;0;0;0;13;0;0;771;771;0;0;740;29;2;357;357;357;0;0;262;12;57;0;26;0;357;0;0;0;357;12;11;319;15;0;0;0;354;281;64;7;2;3;349;349;0;0;0;8;0;0;357;357;0;0;344;12;1;414;414;414;0;0;307;15;67;0;25;0;414;0;0;0;414;14;11;366;23;0;0;0;413;335;67;9;2;1;409;409;0;0;0;5;0;0;414;414;0;0;396;17;1
251370305000027;1;840;840;784;56;0;602;24;139;0;72;3;828;9;0;3;838;5;24;805;4;0;0;2;833;766;67;0;0;7;840;779;61;0;0;0;0;0;840;840;0;0;716;124;0;412;412;384;28;0;299;15;63;0;33;2;406;4;0;2;412;3;16;391;2;0;0;0;409;368;41;0;0;3;412;381;31;0;0;0;0;0;412;412;0;0;349;63;0;428;428;400;28;0;303;9;76;0;39;1;422;5;0;1;426;2;8;414;2;0;0;2;424;398;26;0;0;4;428;398;30;0;0;0;0;0;428;428;0;0;367;61;0
251370305000028;1;936;935;899;36;0;665;5;127;0;138;0;935;0;0;0;923;41;0;882;0;0;0;12;862;756;99;3;4;73;935;935;0;0;0;0;0;0;934;933;1;1;674;250;9;459;458;443;15;0;324;3;57;0;74;0;458;0;0;0;453;21;0;432;0;0;0;5;427;368;56;1;2;31;458;458;0;0;0;0;0;0;457;457;0;1;338;115;4;477;477;456;21;0;341;2;70;0;64;0;477;0;0;0;470;20;0;450;0;0;0;7;435;388;43;2;2;42;477;477;0;0;0;0;0;0;477;476;1;0;336;135;5
251370305000029;1;1124;1124;1124;0;0;915;8;138;0;63;0;1118;0;0;6;1110;10;7;1037;48;0;8;14;1072;951;111;10;0;52;1124;1124;0;0;0;0;0;0;1124;1124;0;0;889;82;153;538;538;538;0;0;432;4;68;0;34;0;535;0;0;3;531;5;4;497;22;0;3;7;512;454;53;5;0;26;538;538;0;0;0;0;0;0;538;538;0;0;427;35;76;586;586;586;0;0;483;4;70;0;29;0;583;0;0;3;579;5;3;540;26;0;5;7;560;497;58;5;0;26;586;586;0;0;0;0;0;0;586;586;0;0;462;47;77
251370305000030;1;554;554;517;32;5;399;0;114;0;41;0;528;19;0;7;548;5;3;537;3;0;0;6;534;477;52;5;0;20;554;549;5;0;0;0;0;0;554;546;8;0;403;141;2;269;269;251;16;2;189;0;57;0;23;0;256;10;0;3;264;2;2;258;2;0;0;5;254;228;23;3;0;15;269;266;3;0;0;0;0;0;269;265;4;0;192;72;1;285;285;266;16;3;210;0;57;0;18;0;272;9;0;4;284;3;1;279;1;0;0;1;280;249;29;2;0;5;285;283;2;0;0;0;0;0;285;281;4;0;211;69;1
251370305000031;1;1097;1097;1094;3;0;878;0;158;0;51;10;1097;0;0;0;1094;26;5;1056;7;0;0;3;1088;916;158;3;11;9;1095;1095;0;2;0;0;0;0;1095;1095;0;2;910;175;10;534;534;533;1;0;442;0;66;0;24;2;534;0;0;0;533;11;3;516;3;0;0;1;530;444;79;1;6;4;533;533;0;1;0;0;0;0;533;533;0;1;448;81;4;563;563;561;2;0;436;0;92;0;27;8;563;0;0;0;561;15;2;540;4;0;0;2;558;472;79;2;5;5;562;562;0;1;0;0;0;0;562;562;0;1;462;94;6
251370305000032;1;240;240;224;16;0;188;0;46;0;0;6;21;180;0;39;240;12;16;212;0;0;0;0;240;174;58;8;0;0;236;236;0;0;0;0;4;0;240;237;3;0;231;6;0;115;115;108;7;0;92;0;20;0;0;3;9;88;0;18;115;5;7;103;0;0;0;0;115;79;31;5;0;0;112;112;0;0;0;0;3;0;115;114;1;0;111;3;0;125;125;116;9;0;96;0;26;0;0;3;12;92;0;21;125;7;9;109;0;0;0;0;125;95;27;3;0;0;124;124;0;0;0;0;1;0;125;123;2;0;120;3;0
251370305000033;1;1019;1019;1018;0;0;820;0;149;0;50;0;1012;7;0;0;1019;22;17;976;0;0;4;0;1018;620;336;58;4;1;1015;982;33;0;0;0;0;4;1013;1013;0;6;938;75;0;488;488;488;0;0;390;0;77;0;21;0;485;3;0;0;488;9;8;469;0;0;2;0;488;299;165;23;1;0;487;470;17;0;0;0;0;1;484;484;0;4;452;32;0;531;531;530;0;0;430;0;72;0;29;0;527;4;0;0;531;13;9;507;0;0;2;0;530;321;171;35;3;1;528;512;16;0;0;0;0;3;529;529;0;2;486;43;0
251370305000034;1;928;925;902;15;8;712;15;132;7;59;0;911;12;0;2;925;26;0;899;0;0;0;0;925;544;311;54;16;0;919;902;17;0;0;6;0;0;925;917;8;0;783;123;11;419;417;407;7;3;322;7;53;4;31;0;410;7;0;0;417;8;0;409;0;0;0;0;417;246;137;27;7;0;412;406;6;0;0;5;0;0;417;414;3;0;353;56;5;509;508;495;8;5;390;8;79;3;28;0;501;5;0;2;508;18;0;490;0;0;0;0;508;298;174;27;9;0;507;496;11;0;0;1;0;0;508;503;5;0;430;67;6
251370305000035;1;1022;1022;1022;0;0;681;23;218;0;100;0;1015;7;0;0;1022;44;939;35;0;0;4;0;1022;654;327;41;0;0;1022;1022;0;0;0;0;0;0;1022;1022;0;0;996;26;0;462;462;462;0;0;306;12;96;0;48;0;457;5;0;0;462;19;425;16;0;0;2;0;462;288;154;20;0;0;462;462;0;0;0;0;0;0;462;462;0;0;448;14;0;560;560;560;0;0;375;11;122;0;52;0;558;2;0;0;560;25;514;19;0;0;2;0;560;366;173;21;0;0;560;560;0;0;0;0;0;0;560;560;0;0;548;12;0
251370305000036;1;513;513;498;13;2;385;23;83;0;17;5;513;0;0;0;513;4;13;496;0;0;0;0;513;343;156;11;3;0;513;513;0;0;0;0;0;0;513;513;0;0;435;78;0;254;254;248;6;0;191;11;39;0;10;3;254;0;0;0;254;2;6;246;0;0;0;0;254;166;79;7;2;0;254;254;0;0;0;0;0;0;254;254;0;0;221;33;0;259;259;250;7;2;194;12;44;0;7;2;259;0;0;0;259;2;7;250;0;0;0;0;259;177;77;4;1;0;259;259;0;0;0;0;0;0;259;259;0;0;214;45;0
251370305000037;1;799;799;799;0;0;645;28;87;0;39;0;734;61;0;4;799;35;670;94;0;0;0;0;799;476;259;55;9;0;793;717;76;2;0;0;4;0;799;799;0;0;770;13;16;388;388;388;0;0;308;14;45;0;21;0;356;30;0;2;388;19;316;53;0;0;0;0;388;233;125;27;3;0;385;344;41;1;0;0;2;0;388;388;0;0;374;7;7;411;411;411;0;0;337;14;42;0;18;0;378;31;0;2;411;16;354;41;0;0;0;0;411;243;134;28;6;0;408;373;35;1;0;0;2;0;411;411;0;0;396;6;9
251370305000038;1;808;808;808;0;0;626;9;132;7;34;0;808;0;0;0;808;15;35;758;0;0;0;0;808;571;198;39;0;0;803;500;303;0;0;5;0;0;808;808;0;0;626;105;77;367;367;367;0;0;267;4;73;5;18;0;367;0;0;0;367;9;12;346;0;0;0;0;367;266;85;16;0;0;365;237;128;0;0;2;0;0;367;367;0;0;280;54;33;441;441;441;0;0;359;5;59;2;16;0;441;0;0;0;441;6;23;412;0;0;0;0;441;305;113;23;0;0;438;263;175;0;0;3;0;0;441;441;0;0;346;51;44
251370305000039;1;971;971;971;0;0;763;13;164;0;23;8;971;0;0;0;971;203;36;721;7;0;4;0;967;835;122;4;6;4;971;702;269;0;0;0;0;0;971;926;45;0;915;11;0;458;458;458;0;0;363;8;73;0;11;3;458;0;0;0;458;94;22;338;3;0;1;0;456;397;56;1;2;2;458;332;126;0;0;0;0;0;458;438;20;0;433;5;0;513;513;513;0;0;400;5;91;0;12;5;513;0;0;0;513;109;14;383;4;0;3;0;511;438;66;3;4;2;513;370;143;0;0;0;0;0;513;488;25;0;482;6;0
251370305000040;1;602;602;580;22;0;470;0;121;0;11;0;601;0;0;1;602;33;2;567;0;0;0;0;601;496;97;8;0;1;602;589;13;0;0;0;0;0;602;602;0;0;582;5;15;282;282;269;13;0;219;0;57;0;6;0;281;0;0;1;282;17;0;265;0;0;0;0;281;229;50;2;0;1;282;275;7;0;0;0;0;0;282;282;0;0;271;3;8;320;320;311;9;0;251;0;64;0;5;0;320;0;0;0;320;16;2;302;0;0;0;0;320;267;47;6;0;0;320;314;6;0;0;0;0;0;320;320;0;0;311;2;7
251370305000041;1;399;399;399;0;0;278;7;107;0;7;0;399;0;0;0;399;4;5;376;9;0;5;0;392;332;46;10;4;7;399;399;0;0;0;0;0;0;399;399;0;0;370;29;0;182;182;182;0;0;131;4;45;0;2;0;182;0;0;0;182;2;2;170;5;0;3;0;177;151;21;4;1;5;182;182;0;0;0;0;0;0;182;182;0;0;169;13;0;217;217;217;0;0;147;3;62;0;5;0;217;0;0;0;217;2;3;206;4;0;2;0;215;181;25;6;3;2;217;217;0;0;0;0;0;0;217;217;0;0;201;16;0
251370305000042;1;858;858;858;0;0;607;15;169;0;64;3;858;0;0;0;858;66;610;111;66;0;5;0;858;747;97;14;0;0;858;858;0;0;0;0;0;0;858;856;2;0;835;21;0;399;399;399;0;0;280;7;79;0;32;1;399;0;0;0;399;34;275;52;36;0;2;0;399;354;39;6;0;0;399;399;0;0;0;0;0;0;399;397;2;0;388;9;0;459;459;459;0;0;327;8;90;0;32;2;459;0;0;0;459;32;335;59;30;0;3;0;459;393;58;8;0;0;459;459;0;0;0;0;0;0;459;459;0;0;447;12;0
251370305000043;1;916;916;894;20;0;594;0;235;0;38;49;911;0;0;5;911;202;0;709;0;0;0;5;887;758;119;10;0;29;916;916;0;0;0;0;0;0;907;907;0;9;848;57;2;427;427;416;10;0;272;0;110;0;20;25;426;0;0;1;426;103;0;323;0;0;0;1;414;354;57;3;0;13;427;427;0;0;0;0;0;0;425;425;0;2;394;30;1;489;489;478;10;0;322;0;125;0;18;24;485;0;0;4;485;99;0;386;0;0;0;4;473;404;62;7;0;16;489;489;0;0;0;0;0;0;482;482;0;7;454;27;1
251370305000044;1;987;987;987;0;0;742;20;207;14;4;0;982;5;0;0;983;207;27;708;38;0;3;4;981;802;156;18;5;6;987;987;0;0;0;0;0;0;987;987;0;0;914;62;11;463;463;463;0;0;339;11;101;8;4;0;461;2;0;0;460;101;13;327;18;0;1;3;460;376;75;7;2;3;463;463;0;0;0;0;0;0;463;463;0;0;429;32;2;524;524;524;0;0;403;9;106;6;0;0;521;3;0;0;523;106;14;381;20;0;2;1;521;426;81;11;3;3;524;524;0;0;0;0;0;0;524;524;0;0;485;30;9
251370305000045;1;1086;1050;995;0;55;755;1;268;0;25;1;1020;30;0;0;1050;954;38;11;7;40;0;0;1050;529;355;120;46;0;1050;1011;39;0;0;0;0;0;1050;1050;0;0;1050;0;0;499;463;438;0;25;331;0;123;0;8;1;449;14;0;0;463;418;17;4;4;20;0;0;463;227;164;53;19;0;463;449;14;0;0;0;0;0;463;463;0;0;463;0;0;587;587;557;0;30;424;1;145;0;17;0;571;16;0;0;587;536;21;7;3;20;0;0;587;302;191;67;27;0;587;562;25;0;0;0;0;0;587;587;0;0;587;0;0
251370305000046;1;1200;1198;1015;144;39;746;13;373;3;42;21;1137;54;0;7;1188;723;69;75;39;278;4;10;1172;871;215;68;18;26;1123;1046;77;6;0;51;18;0;1192;1188;4;6;1119;61;8;539;537;451;65;21;330;6;167;2;20;12;508;28;0;1;532;314;27;36;19;134;2;5;524;388;94;34;8;13;498;459;39;2;0;26;11;0;533;531;2;4;502;25;4;661;661;564;79;18;416;7;206;1;22;9;629;26;0;6;656;409;42;39;20;144;2;5;648;483;121;34;10;13;625;587;38;4;0;25;7;0;659;657;2;2;617;36;4
251370305000047;1;971;963;909;54;0;642;4;209;11;90;7;937;22;0;4;958;6;11;940;1;0;0;5;927;628;233;54;12;36;955;953;2;0;3;5;0;0;963;963;0;0;811;59;93;444;440;417;23;0;298;1;91;5;41;4;429;10;0;1;437;1;7;428;1;0;0;3;420;286;108;23;3;20;435;435;0;0;2;3;0;0;440;440;0;0;367;29;44;527;523;492;31;0;344;3;118;6;49;3;508;12;0;3;521;5;4;512;0;0;0;2;507;342;125;31;9;16;520;518;2;0;1;2;0;0;523;523;0;0;444;30;49
251370305000048;1;878;878;852;24;2;765;0;106;0;7;0;864;0;0;14;874;30;25;819;0;0;0;4;862;745;88;21;8;16;875;872;3;0;0;3;0;0;877;867;10;1;737;95;35;431;431;419;11;1;374;0;55;0;2;0;424;0;0;7;428;14;13;401;0;0;0;3;423;362;47;12;2;8;429;427;2;0;0;2;0;0;431;425;6;0;362;48;15;447;447;433;13;1;391;0;51;0;5;0;440;0;0;7;446;16;12;418;0;0;0;1;439;383;41;9;6;8;446;445;1;0;0;1;0;0;446;442;4;1;375;47;20
251370305000049;1;762;762;762;0;0;611;0;134;0;17;0;758;4;0;0;762;20;13;729;0;0;0;0;759;729;30;0;0;3;762;762;0;0;0;0;0;0;762;762;0;0;625;35;102;363;363;363;0;0;294;0;61;0;8;0;361;2;0;0;363;10;6;347;0;0;0;0;361;346;15;0;0;2;363;363;0;0;0;0;0;0;363;363;0;0;303;14;46;399;399;399;0;0;317;0;73;0;9;0;397;2;0;0;399;10;7;382;0;0;0;0;398;383;15;0;0;1;399;399;0;0;0;0;0;0;399;399;0;0;322;21;56
251370305000050;1;1069;1069;986;76;7;761;0;235;9;64;0;1060;9;0;0;1069;0;330;739;0;0;0;0;1069;871;137;35;26;0;1069;1069;0;0;0;0;0;0;1069;1069;0;0;1008;46;15;504;504;461;39;4;353;0;116;5;30;0;500;4;0;0;504;0;152;352;0;0;0;0;504;416;62;17;9;0;504;504;0;0;0;0;0;0;504;504;0;0;475;23;6;565;565;525;37;3;408;0;119;4;34;0;560;5;0;0;565;0;178;387;0;0;0;0;565;455;75;18;17;0;565;565;0;0;0;0;0;0;565;565;0;0;533;23;9
251370305000051;1;734;733;696;37;0;534;0;157;0;42;0;733;0;0;0;698;17;3;678;0;0;0;35;698;653;45;0;0;35;733;733;0;0;0;0;0;0;733;733;0;0;678;55;0;352;351;330;21;0;258;0;74;0;19;0;351;0;0;0;334;8;1;325;0;0;0;17;334;312;22;0;0;17;351;351;0;0;0;0;0;0;351;351;0;0;323;28;0;382;382;366;16;0;276;0;83;0;23;0;382;0;0;0;364;9;2;353;0;0;0;18;364;341;23;0;0;18;382;382;0;0;0;0;0;0;382;382;0;0;355;27;0
251370305000052;1;469;469;469;0;0;366;0;71;0;27;5;469;0;0;0;455;13;2;432;0;0;8;14;452;445;7;0;0;17;344;344;0;0;0;125;0;0;455;455;0;14;399;5;51;230;230;230;0;0;184;0;28;0;16;2;230;0;0;0;224;9;1;208;0;0;6;6;222;217;5;0;0;8;175;175;0;0;0;55;0;0;218;218;0;12;192;2;24;239;239;239;0;0;182;0;43;0;11;3;239;0;0;0;231;4;1;224;0;0;2;8;230;228;2;0;0;9;169;169;0;0;0;70;0;0;237;237;0;2;207;3;27
251370305000053;1;1139;1139;1095;35;0;706;142;240;0;45;6;823;246;0;70;1139;38;361;693;38;0;9;0;1130;801;289;32;8;9;1096;1060;36;11;0;29;0;3;1136;1129;7;3;1058;50;21;549;549;528;18;0;345;67;112;0;22;3;395;119;0;35;549;18;187;322;19;0;3;0;546;386;139;15;6;3;525;506;19;6;0;17;0;1;547;543;4;2;512;21;10;590;590;567;17;0;361;75;128;0;23;3;428;127;0;35;590;20;174;371;19;0;6;0;584;415;150;17;2;6;571;554;17;5;0;12;0;2;589;586;3;1;546;29;11
251370305000054;1;734;734;734;0;0;569;13;65;5;82;0;724;10;0;0;734;4;0;730;0;0;0;0;734;477;227;28;2;0;734;734;0;0;0;0;0;0;734;734;0;0;617;117;0;345;345;345;0;0;262;9;34;3;37;0;340;5;0;0;345;2;0;343;0;0;0;0;345;219;115;11;0;0;345;345;0;0;0;0;0;0;345;345;0;0;292;53;0;389;389;389;0;0;307;4;31;2;45;0;384;5;0;0;389;2;0;387;0;0;0;0;389;258;112;17;2;0;389;389;0;0;0;0;0;0;389;389;0;0;325;64;0
251370305000055;1;534;534;522;12;0;391;11;99;2;27;4;531;3;0;0;534;2;0;532;0;0;0;0;528;376;147;5;0;6;514;511;3;0;0;20;0;0;534;533;1;0;482;36;15;266;266;259;7;0;192;5;50;1;15;3;265;1;0;0;266;1;0;265;0;0;0;0;264;191;71;2;0;2;256;254;2;0;0;10;0;0;266;265;1;0;241;16;8;268;268;263;5;0;199;6;49;1;12;1;266;2;0;0;268;1;0;267;0;0;0;0;264;185;76;3;0;4;258;257;1;0;0;10;0;0;268;268;0;0;241;20;7
251370305000056;1;982;982;963;0;19;794;27;157;0;0;4;969;11;0;2;982;39;0;939;0;0;4;0;982;601;311;50;20;0;982;982;0;0;0;0;0;0;982;982;0;0;926;56;0;457;457;449;0;8;371;12;71;0;0;3;455;2;0;0;457;19;0;437;0;0;1;0;457;284;141;23;9;0;457;457;0;0;0;0;0;0;457;457;0;0;428;29;0;525;525;514;0;11;423;15;86;0;0;1;514;9;0;2;525;20;0;502;0;0;3;0;525;317;170;27;11;0;525;525;0;0;0;0;0;0;525;525;0;0;498;27;0
251370305000057;1;1391;1391;1375;10;6;1074;50;234;6;27;0;1305;10;0;76;1370;93;16;1220;35;0;6;21;1355;1002;269;72;12;36;1143;1143;0;0;0;234;14;0;1388;1333;55;3;1212;46;75;650;650;642;5;3;506;22;103;2;17;0;602;5;0;43;639;40;6;572;19;0;2;11;631;470;125;34;2;19;525;525;0;0;0;116;9;0;649;621;28;1;563;19;39;741;741;733;5;3;568;28;131;4;10;0;703;5;0;33;731;53;10;648;16;0;4;10;724;532;144;38;10;17;618;618;0;0;0;118;5;0;739;712;27;2;649;27;36
